Transaction_ID,Order_ID,Order_Date,Ship_Date,Delivery_Date,Sales_Channel,Order_Status,Payment_Mode,Customer_ID,Customer_Name,Customer_Age,Gender,Customer_Segment,Customer_Rating,Country,State,City,Region,Postal_Code,Latitude,Longitude,Product_ID,Product_Name,Category,Sub_Category,Brand,Product_Type,Unit_Cost,Unit_Price,Quantity,Sales,Discount_Percentage,Discount_Amount,Cost,Profit,Profit_Margin,Tax,Shipping_Cost,Total_Amount,Year,Quarter,Month,Month_Number,Month_Name,Week_Number,Day,Day_Name,Sales_Target,Profit_Target,Monthly_Target,Target_Achievement_Percentage
TXN200414,ORD100240,12-07-2026,13-07-2026,15-07-2026,Mobile App,Delivered,Credit Card,C1474,Julie Dominguez,40,Female,Corporate,4.6,India,Rajasthan,Jaipur,North,12779,26.89718647,75.80481492,P1038,ClassicFit Shirt,Clothing,Men's Wear,FlexWear,Premium,62.85,91.71,5,458.55,0.076,34.85,314.25,109.45,0.2387,33.9,12.28,469.88,2026,Q3,Jul-26,7,July,28,12,Sunday,189.65,40.64,4741.35,241.79
TXN205283,ORD103216,28-06-2024,02-07-2024,05-07-2024,In-Store,Delivered,UPI,C1211,Mr. Michael Martinez,43,Male,Corporate,3.7,India,Delhi,New Delhi,North,91963,28.6103086,77.21088034,P1062,DailyLoaf Bread,Grocery,Bakery,FarmFresh,Standard,5.33,6.93,1,6.93,0.108,0.75,5.33,0.85,0.1227,0.49,23.38,30.05,2024,Q2,Jun-24,6,June,26,28,Friday,131,34.38,3274.94,5.29
TXN204475,ORD102712,17-08-2026,21-08-2026,24-08-2026,Online,Delivered,PayPal,C2184,Kenneth Contreras,23,Male,Corporate,3.8,USA,Florida,Miami,East,95001,25.77000203,-80.20529086,P1094,TrailGrip Tyres,Sports,Cycling,TrailForce,Premium,216.56,291.3,1,291.3,0.07,20.39,216.56,54.35,0.1866,21.67,24.79,317.37,2026,Q3,Aug-26,8,August,34,17,Monday,272.02,62.54,6800.52,107.09
TXN203724,ORD102252,24-04-2026,27-04-2026,02-05-2026,Online,Returned,Net Banking,C1853,Nicole Lawrence,31,Female,Corporate,3.2,UK,Greater Manchester,Manchester,England,65458,53.49610609,-2.244892861,P1109,IronEase Press,Home Appliances,Small Appliances,EcoAppliance,Limited Edition,400.29,613.3,6,3679.8,0.218,802.2,2401.74,475.86,0.1293,230.21,15.16,3122.97,2026,Q2,Apr-26,4,April,17,24,Friday,355.98,64.84,8899.59,1033.71
TXN202216,ORD101351,02-08-2025,05-08-2025,11-08-2025,In-Store,Delivered,Net Banking,C1893,Nathan Nelson,18,Male,Corporate,4.6,USA,Texas,Dallas,South,27404,32.769543,-96.79070641,P1051,SnowGuard Coat,Clothing,Winter Wear,FlexWear,Standard,28.58,51.64,8,413.12,0.098,40.49,228.64,143.99,0.3485,29.81,3.4,405.84,2025,Q3,Aug-25,8,August,31,2,Saturday,159.7,36.52,3992.55,258.69
TXN203004,ORD101833,24-03-2024,27-03-2024,01-04-2024,In-Store,Delivered,Credit Card,C1038,Cassandra Gaines,32,Female,Corporate,3.9,USA,Florida,Miami,East,47207,25.77717141,-80.17916079,P1038,ClassicFit Shirt,Clothing,Men's Wear,FlexWear,Premium,62.85,91.71,5,458.55,0.133,60.99,314.25,83.31,0.1817,31.8,24.11,453.47,2024,Q1,Mar-24,3,March,12,24,Sunday,132.6,25.75,3314.89,345.81
TXN208161,ORD104972,10-12-2025,11-12-2025,16-12-2025,Online,Delivered,UPI,C2169,Anthony Mcconnell,21,Male,Consumer,1.8,India,Maharashtra,Pune,West,83988,18.52489562,73.87169206,P1002,OrbitOne Smart,Electronics,Mobile Phones,Voltrix,Premium,182.62,222.83,3,668.49,0.223,149.07,547.86,-28.44,-0.0425,41.55,21.92,582.89,2025,Q4,Dec-25,12,December,50,10,Wednesday,521.62,119.27,13040.43,128.16
TXN203359,ORD102041,20-05-2026,21-05-2026,26-05-2026,Online,Delivered,Net Banking,C1616,Adam Valdez,52,Male,Consumer,4.1,Canada,Ontario,Toronto,Ontario,46482,43.65228676,-79.38698827,P1049,TrailBlaze Boots,Clothing,Footwear,UrbanThread,Limited Edition,6.91,10.27,2,20.54,0.131,2.69,13.82,4.03,0.1962,1.43,11.43,30.71,2026,Q2,May-26,5,May,21,20,Wednesday,183.98,46.93,4599.46,11.16
TXN205291,ORD103222,31-01-2024,03-02-2024,08-02-2024,Online,Shipped,Debit Card,C2067,Laura Lee,61,Female,Corporate,4.3,USA,Washington,Seattle,West,60282,47.62093567,-122.3460136,P1033,WardrobePlus Cabinet,Furniture,Storage,UrbanNest,Economy,133.01,212.96,2,425.92,0.152,64.74,266.02,95.16,0.2234,28.89,12.5,402.57,2024,Q1,Jan-24,1,January,5,31,Wednesday,200.25,52.98,5006.22,212.69
TXN204356,ORD102646,26-06-2026,28-06-2026,01-07-2026,Mobile App,Delivered,UPI,C2128,Jennifer Rivers,44,Female,Small Business,3.2,Canada,Ontario,Ottawa,Ontario,27232,45.43963533,-75.68594301,P1043,FlexiFit Leggings,Clothing,Women's Wear,TrendLoom,Limited Edition,59.72,114.07,4,456.28,0.198,90.34,238.88,127.06,0.2785,29.28,10.97,406.19,2026,Q2,Jun-26,6,June,26,26,Friday,193.18,49.33,4829.44,236.19
TXN200601,ORD100360,22-10-2024,25-10-2024,28-10-2024,Online,Delivered,Credit Card,C1502,Jill Davies,28,Female,Consumer,3.5,USA,New York,New York City,East,80034,40.71249364,-73.98775077,P1094,TrailGrip Tyres,Sports,Cycling,TrailForce,Premium,216.56,291.3,1,291.3,0.096,27.96,216.56,46.78,0.1606,21.07,14.94,299.35,2024,Q4,Oct-24,10,October,43,22,Tuesday,264.61,59.65,6615.17,110.09
TXN201511,ORD100931,09-09-2025,12-09-2025,15-09-2025,In-Store,Delivered,UPI,C2200,Matthew Fischer,38,Male,Home Office,2.4,India,Maharashtra,Mumbai,West,75064,19.07059625,72.87760363,P1057,NutMix Trail,Grocery,Snacks,PureHarvest,Standard,13.03,18.96,3,56.88,0.088,5.01,39.09,12.78,0.2247,4.15,3.23,59.25,2025,Q3,Sep-25,9,September,37,9,Tuesday,155.14,32.39,3878.4,36.66
TXN204639,ORD102815,20-02-2025,21-02-2025,24-02-2025,Online,Delivered,Debit Card,C1748,Mr. Michael Henry,26,Male,Consumer,3,India,Punjab,Chandigarh,North,16976,30.71599123,76.78447791,P1062,DailyLoaf Bread,Grocery,Bakery,FarmFresh,Standard,5.33,6.93,4,27.72,0.046,1.28,21.32,5.12,0.1847,2.12,19.93,48.49,2025,Q1,Feb-25,2,February,8,20,Thursday,110.9,21.33,2772.44,25
TXN205452,ORD103320,12-11-2026,13-11-2026,16-11-2026,Online,Returned,PayPal,C2058,Matthew Lynch,47,Male,Consumer,2.6,USA,Michigan,Detroit,Midwest,66725,42.34558689,-83.04318871,P1070,ClearSkin Lotion,Beauty,Skincare,VelvetTouch,Premium,57.86,85.42,4,341.68,0.129,44.08,231.44,66.16,0.1936,23.81,19.48,340.89,2026,Q4,Nov-26,11,November,46,12,Thursday,225.15,49.75,5628.79,151.76
TXN204599,ORD102788,21-11-2026,23-11-2026,24-11-2026,Online,Cancelled,PayPal,C1522,Hannah Everett,34,Female,Corporate,4.2,Canada,Ontario,Toronto,,38188,43.64168472,-79.3705881,P1098,QuickBlend Mixer,Home Appliances,Kitchen Appliances,ChillMax,Standard,443.79,689.52,4,2758.08,0.141,388.89,1775.16,594.03,0.2154,189.54,10,2568.73,2026,Q4,Nov-26,11,November,47,21,Saturday,628.09,159.76,15702.29,439.12
TXN204554,ORD102761,28-09-2026,02-10-2026,04-10-2026,In-Store  ,Delivered,PayPal,C1135,Sabrina Potter,42,Female,Small Business,3.7,UK,Greater London,London,England,59849,51.50737163,-0.119991448,P1017,PowerBank 20K,Electronics,Accessories,NimbusTech,Standard,870.79,1318.18,3,3954.54,0.097,383.59,2612.37,958.58,0.2424,285.68,2.02,3858.65,2026,Q3,Sep-26,9,September,40,28,Monday,553.82,147.87,13845.55,714.05
